class,text
d,"(2) 피해자는 2015. 6. 6. 경찰에서, 피고인으로부터 피해를 당한 내용에 관하여 다음과 같이 진술하였다."
d,피해자가 내실 이불 위에 비스듬히 누워서 피고인이 식칼을 들고 걸어 들어가는 것을 쳐다보고 있었다.
d,"아이들은 겁에 질려 눈물만 흘리고 있었다.'라고진술하였는데,"
d,"피고인은 범행 다음날인 2019. 7. 10.에도 피해자의 형부(D)에게 전화로 ""그때 순간 같이 죽으려고 그냥 그런 건데 이게 참 죽는 것도 쉽지 않네"", 순간 그게 참아지지가 않고"","
d,"1 이 사건에서 피고인이 피해자를 향해휘두른 식칼은 총 길이 33cm이고, 칼날 길이만도 20.5cm에 이르는데,"
d,"피고인의 수사기관에서의 진술에 의하더라도,"
d,"그 후 피고인은 수사기관에서도 ""피해자가 피를 많이 흘리고 있어 죽겠다는 생각이 들었고, 저도 같이 죽으려는 생각으로 커터칼로 제 손목을 3~4회 그었다"","
d,"자신보다 나이가 어린 피해자 F으로부터 모욕적인 말을 듣고,"
i,"반대편 둑방으로 갔을 때에는 피해자가 잘못될까 봐 걱정되어 빨리 나오라고 종용하였다는 취지로 주장하나,"
w,영득의 의사가 없다고 할 수 없다
e,피고인이 의존적인 음주 및 알코올 섭취 상태로 인해 일시적으로 의사결정능력이 다소 저하된 상태에서 범행을 저질렀을 것으로 추정된다는 의견이 기재되어 있다.
i,"2 피고인이 입대 이후 군 복무 적응 문제 등으로 인하여 급성 정신장애를 앓게 된 것으로 보이긴 하나,"
d,피해자가 비웃으면서 “내가 왜. 뭐 시발 찔러봐”라고 하면서 피고인에게 다가오자 피고인이 다시 “찌를 수 있다”고 말을 하였다.
w,"그리고 피고인이 범행 당시 살인의 고의는 없었고 단지 상해 또는 폭행의 범의만 있었을 뿐이라고 다투는 경우에 피고인에게 범행 당시 살인의 고의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무ㆍ종류ㆍ용법, 공격의 부위와 반복성, 사망의 결과발생 가능성 정도 등 범행 전후의 객관적인 사정을 종합하여 판단할 수 밖에 없다"
i,피고인은 피해자의 폭행으로 극심한 스트레스를 받으며
d,"경찰 조사를 마친 후 피고인의 작은 아버지인 조▲▲이 경찰서에 찾아 왔을 때에 이러한 사실을 처음으로 조▲▲에게 이야기하였는바,"
d,"피해자와 싸우러 간 것이 아니다""라거나"
d,칼 손잡이에 테이프까지 감고
u,"이 법원이 적법하게 채택하여 조사한 증거들에 의하여 인정되는 다음과 같은 사정들을 종합하면,"
ic,다. 따라서 피고인 및 변호인의 주장은 받아들이지 않는다.
ic,이 부분 주장은 받아들이지 아니한다.
c,"피고인이 J, K에게 지시하여 E을 살해하려다 미수에 그쳤다는 이 사건 공소사실은 충분히 입증되었다."
w,"그와 같은 정도의 해악을 고지함으로써 상대방이 그 의미를 인식한 이상, 상대방이 현실적으로 공포심을 일으켰는지 여부와 관계없이 그로써 구성요건은 충족되어 협박죄의 기수에 이르는 것으로 해석하여야 한다"
e,"⑤ 피고인을 약 1개월간 집중관찰한 치료감호소 감정의사는 피고인이 현재 우울한 기분, 불안, 의욕저하, 집중력저하, 불면, 사건에 대한 후회감, 소화불량 등의 정신증세를 보이는 우울증 환자로 진단하는 한편 이 사건 범행 당시에는 그 정신상태가 더욱 심각하여 우울감, 죽음에 대한 생각, 비관적 사고, 부적절한 공격적 행동, 판단력 장애 등의 정신증세를 보였을 것이라는 소견을 밝히고 있는 점,"
c,피고인이 이 사건 범행 당시 심신미약의 상태에 있었다고 주장하므로
d,① 피고인은 피해자가 택시비 문제로 욕설을 한 데에 화가 난 상태에 집으로 가서 택시비를 챙겨 나오면서 회칼을 준비하여 자신의 패딩점퍼 호주머니 안에 숨겨 소지하였다.
d,1 피고인은 2018. 10.경 만성신부전으로 혈액투석을 받는 등
c,피고인이 이 사건 범행 당시 사물을 변별하거나 의사를 결정할 능력이 미약한 상태에 있었다고는 보이지 아니한다.
i,이는 F의 위 진술과 배치되는바
d,"4 피고인은 칼로 피해자의 몸통, 옆구리, 허벅지를 짧은 시간에 10차례 이상 찔렀고,"
u,"앞에서 든 증거들 및 증인 I의 증언에 의하면,"
i,"나름대로 범행을 위한 사전 준비를 갖추는 모습을 보인 점,"
i,"범행 현장을 주도면밀하게 수습하여 증거를 인멸한 것으로 보이는 점 등을 종합하여 보면,"
i,피고인이 평소에 피해자와 사이가 좋았다고 하더라도 피고인의 수사기관이나 이 법정에서의 변소나 피해자가 입은 상해의 정도 등을 고려할 때
d,"얼굴에 염산이 묻었으니 물을 끼얹어 달라고 하였다.""고 진술하였다."
u,"그 밖에 이 사건 범행의 경위, 그 수단과 방법, 범행 후의 정황등에 비추어 보면,"
i,"곡괭이를 치워두었을 뿐이라는 피고인의 주장은 믿기 어렵고,"
ic,따라서 피고인의 주장은 이유 없다.
w,"그 인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
w,살인의 실행행위와 피해자의 사망과의 사이에 다른 사실이 개재되어 그 사실이 치사의 직접적인 원인이 되었다고 하더라도 그와 같은 사실이 통상 예견할 수 있는 것에 지나지 않는다면 살인의 실행행위와 피해자의 사망과의 사이에 인과관계가 있는 것으로 보아야 한다
b,(대법원 2001. 9. 28.선고 2001도3997 판결 등 참조).
e,"피고인이 이 사건 범행 당시 심신미약의 상태에 있었는지에 관하여,"
d,멍한 상태에서 순간적으로 뒤를 돌아봤더니 피고인이 바로 손으로 붙잡을 수 있는 거리에서 부러진 망치의 나무로 된 자루 부분만 들고 서있는 것을 목격하였다고 진술하고 있다.
w,그 인식이나 예견이 불확정적이라도 미필적 고의가 인정된다.
i,"피해자를 폭행하는 과정에서 피해자가 사망하였을 뿐,"
i,"피고인의 요청에 따라 피고인의 집에 15:10경부터 15:40경까지 약 2-30분 정도 머무르면서 공공근로 관련 이야기나 날씨 관련 이야기 등을 하면서 술을 2-3잔 마시다가 다시 자신의 집으로 돌아간 것으로 보이고,"
d,몸이 너무 아파 죽을 것 같다는 것밖에 생각나지 않습니다.
e,"차량 내부 전면이 심하게 소훼되어 남아 있는 전선 관련 설비가 적으나 남아있는 가능한 범위에서 검사하였을 때 발화와 연결지을 전기적 특이점이 발생되지 않는다.""라고 감정하였다."
i,나. 피고인은 이 사건 당시 술에 만취하였으므로
i,"또한 피고인은 수사기관에서 공소사실 기재 일시에 피해자에게 전화통화나 문자를 한 적도 없고 범행 현장에 도착하기 전에 피해자와 다툰 사실도 없다고 진술하였으나,"
d,피해자는 G병원에서의 심폐소생술로 인하여 심장 박동이 돌아오기는 하였으나
i,피고인의 처벌을 원하지 않는 피해자로서는 병원에서 그 상처는 항아리 파편이 튀어서 생긴 것이라고 말하면 족한데도 굳이 칼을 언급하면서 칼에 찔린 상처라고 말하였다.
e,"3 피해자에 대한 부검감정결과 피해자의 사망원인은 머리 얼굴 부위 손상 및 경부압박질식으로 나타난 점 등을 종합하여 보면,"
d,"우측 폐, 소장과 장간막에 자창을 형성하여 결국 피해자는 다량의 흉강내출혈로 사망한 점,"
c,피해자를 1회 찔렀을 뿐이다.
d,당시 피고인이 자신을 죽일 것 같았다'는 취지로 진술하였는데
w,"그 인식이나 예견은 확정적인 것은물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
d,"피고인의 식칼에 피해자의 왼쪽 흉부가 찔려 제5 늑골 부위에 7㎝ 가량의 자창이 생겼으며,"
i,"피고인은 피해자 C과 같은 테이블에 앉아 술을 마시며 대화하던 중 위 피해자로부터 모욕적인 언사를 듣고 순간적으로 화가 나 테이블에 있던 맥주병을 들었고,"
i,"이에 피해자가 오른손으로 얼굴과 목 부위를 막아 오른손 바닥 및 팔목 부위에 절창을 입었다’는 사실에 대하여 분명하고 일관되게 진술하고 있고,"
i,이러한 피고인의 일련의 행위는 단순히 식칼과 가위로 피해자를 위협하려는 것이라고 보기는 어렵다.
u,"판시 증거들에 의하여 인정할 수 있는 다음과 같은 사실 내지 사정에 비추어 보면,"
i,그러나 행위의 객체에 대한 인식도 미필적 인식으로 족하다고 할 것인데
i,그 당시 피해자 B이 피고인을 제지하지 않았더라면 피고인의 피해자 C에 대한 치명적 공격은 지속되었을 것으로 보인다.
ic,따라서 피고인과 변호인의 이 부분 주장은 받아들이지 아니한다.
d,"④ 피고인은 범행 직후 피해자가 쓰러져 상당한 양의 피를 흘리고 있었음에도 어떤 구호 조치도 취하지 않은 채 범행현장을 이탈하였고,"
i,"피고인이 편수냄비로 피해자의 머리를 수회 때리고,"
d,"피해자를 계속 폭행하였으며,"
i,"1 피고인이 사용한 식칼은 칼날길이 17.5cm의 칼로 사람의 생명에 치명적인 해를 가하기에 충분한 흉기인 점,"
i,"오히려 물리력으로 제압당한 상태에 있는 피해자를 향해 있는 힘을 다하여 둔기 형태의 도구를 사용한 가격행위를 하여야만 그와 같은 광범위한 두부손상과 함께 치명적인 함몰 형태의 두개골 손상이 남게 된다고 보는 것이 합리적이라 할 것인 점,"
d,그러고 나서 피고인은 다음날인 2019. 12. 17. 10:52경 I 버스정류장에서 버스를 타고 이동하였다.
i,이는 피해자가 죽었을 수도 있다고 생각하고 있었음을 보여주는 행동인 점 등에 비추어
i,피고인이 피해자를 밀어 피해자가 쇼파에 주저앉게 되자 피고인이 피해자를 제압하기 위하여 팔로 피해자의 목을 10초가량 감쌌는데 예상치 못하게 피해자가 사망하게 된 것이라는 취지로 변소한다.
d,범행 당시 피고인이 입었던 상의와 체크무늬 상의에서도 피해자의 혈흔이 발견되었다
c,피고인에게 살인의 범의가 있었음이 인정된다.
i,이러한 사실은 피고인이 위 슬리퍼를 착용한 상태로 범행도구인 식칼을 이용하여 범행을 저질렀음을 뒷받침하는 유력한 증거이다.
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며 그 인식이나 예견은확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정된다.
d,"(2) 이 사건 범행 직전에 피해자가 피고인과 말싸움을 하다가 주방에서 식칼을 들고와 피고인의 가슴을 겨누면서 집을 나가라고 요구하였으며,"
b,"(대법원 2002. 2. 8. 선고 2001도6425 판결, 대법원 2006. 4. 14. 선고 2006도 734 판결 등 참조)."
w,"피고인이 살인의 범의를 자백하지 아니하고 상해 또는 폭행의 범의만이 있었을 뿐이라고 다투고 있는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무ㆍ종류ㆍ용법, 공격의 부위와 반복성, 사망의 결과 발생가능성 정도, 범행 후에 있어서의 결과회피행동의 유무 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
c,"변호인은, 피고인이 우울증 등의 정신질환으로 인하여 정상인과는 다른 심리적 장애와 혼란에 빠져 있었다고 진술하여 피고인이 범행당시 심신미약 상태에 있었다는 취지의 주장을 하므로"
i,피고인이 이를 방어하는 과정에서 이 사건 범행이 벌어진 것이라고 주장한다.
i,"피해자의 진술이 주요 부분에 있어 일관되고 구체적인 점,"
d,가. 피고인이 공소사실 기재와 같이 식칼로 피해자를 향해 휘두른 것은 맞지만
i,"또한 피해자의 구체적이고 일관된 진술에 의하면,"
ic,위 주장 역시 받아들이지 아니한다.
i,"J, K의 진술의 신빙성을 뒷받침하고 있다."
c,이 사건 범행 당시 피고인에게 살인의 범의가 있었음을 충분히 인정할 수 있다.
d,"비록 피해자가 입은 자창 부위가 팔목 등이기는 하나,"
i,"달리 이러한 진술의 신빙성을 의심할 사정이 없는 점,"
u,"이러한 정황에 비추어 볼때,"
i,위와 같이 몸싸움이 시작되기 전 피해자는 전혀 흥분상태가 아니었고
e,각 감정위촉 회신서및 진료기록부 사본에는 피해자가 입은 상처의 길이 대하여 좌측 가슴열상 8cm. 좌측어깨열상 5cm로 기재되어 있고
i,"이 사건으로 피해자의 안면근육과 혈관이 파열되고 뼈가 보이기까지 하여 피해자는 장비를 사용하여 여러 차례 봉합시술을 받은 것으로 보이고,"
w,"피고인과 같은 체격의 남성이 피해자와 같은 여성의 목을 힘껏 조를 경우 사망할 수 있다는 것은 쉽게 예견할 수 있는 점,"
i,"피고인은 판시 제2항 범행 전 빌라 1층에서 피해자 C의 신고로 도착한 경찰관들을 마주쳤을 때 잡히지 않고 도망가려는 목적으로 '위에 이상한 사람이 있다'고 거짓말을 하였고,"
d,(수사기록 제159면).
i,당시 피고인도 미필적으로나마 자신이 공격하는 대상이 피해자라는 인식을 한 것으로 보인다.
d,"이 사건 범행 2일 전에 다니던 직장도 그만둔 점,"
c,이 사건 범행 당시 피고인에게는 피고인의 행위로 인하여 피해자가 사망에 이를 수도 있다는 점에 대한 인식 내지 예견이 있었다고 보아야 한다.
i,"이와 같이 피고인은 피해자가 쓰러진 후에도 피해자의 목을 잡고 계속하여 칼을 휘두른 점 등을 종합하여 보면,"
u,"가. 이 법원이 적법하게 채택하여 조사한 증거들을 종합하면,"
w,"(1) 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
c,피고인에게는 피해자를 살해할 고의가 없었다.
w,"피고인이 범행당시 살인의 고의는 없었고 단지 상해의 고의만 있었을 뿐이라고 다투는 경우에 피고인에게 범행 당시 살인의 고의가 있었는지 여부는 피고인이 범행에 이르게 된 경위,범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성, 사망의 결과발생가능성 정도 등 범행 전후의 모든 사정을 종합하여 판단하여야 한다"
u,"살피건대, 위 증거들을 종합하여 알 수 있는 다음과 같은 사정, 즉"
d,염산의 뚜껑을 열지 않고 바닥에 던졌다고 진술하였으나
d,그리고 이 사건 범행 시각이 새벽 5시경으로 야간이었다고 하더라도
d,"국민건강보험공단의 문서제출명령 결과에 의하면,"
e,"오히려 계획범죄의 가능성이 높다고 사료되므로,"
d,"양쪽 어깨 부위, 양쪽 어깨뼈 사이 부위에서 피하 출혈 현상이 있고,"
e,"초진기록지에 의하면 '복부는 길이 7cm.장(bowel) 노출되며 출혈이 관찰되고,"
e,"K ER에서 상처가 깊어 진료 불가 상태로 상급병원 이송 요청함,"
i,이러한 제반 사정에 비추어 보더라도
w,그 인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 소위 미필적 고의로도 인정된다.
b,(대법원 2009. 2. 26. 선고 2008도9867 판결 등 참조).
d,"피해자의 경찰 진술에 의하면, 피해자가 거실에 나왔을 당시 피고인이 거실 바닥에 앉아 있었고,"
d,"(증거기록 제33, 34쪽),"
e,"① 치료감호소의 감정의사 E은 피고인에 대한 정신감정 결과 피고인에게 알콜사용습벽 외에 특이한 정신과적 문제는 없고,"
i,"수사기관에서 구체적으로 진술하였을 뿐만 아니라,"
d,"피고인은 피해자의 집 밖에서 유리창을 깨고 쇠파이프로 피해자를 가격한 후에도 피해자의 집 현관을 향해 '네 각시는 안 따 먹었다 하마 같은 네 각시는 거져 줘도 안 따먹는다'라고 소리지르고,"
d,"양쪽 가슴, 어깨, 옆구리, 배와 엉덩이 왼쪽, 허리, 옆구리 오른쪽에 멍과 허리, 엉덩이 부위에 피부 벗겨짐이 있었고,"
i,"이 사건 범행 당시 피고인에게는 폭행 내지 상해의 고의만 있었을 뿐,"
w,"(1) 감금죄는 사람의 행동의 자유를 그 보호법익으로 하여 사람이 특정한 구역에서 나가는 것을 불가능하게 하거나 또는 심히 곤란하게 하는 죄로서 이와 같이 사람이 특정한 구역에서 나가는 것을 불가능하게 하거나 심히 곤란하게 하는 그 장해는 물리적,유형적 장해뿐만 아니라 심리적, 무형적 장해에 의하여서도 가능하고,"
i,피고인에게 피해자를 살해할 고의가 있었거나 적어도 피고인의 행위로 피해자가 사망할 수도 있겠다는 가능성 내지 위험을 예견하는 등
i,"그런데 피고인이 행위 시작 시점부터 종이가 방 안에 있던 칼을 사용해 공격하는 점에 비추어보면,"
i,상처부위도 얕지 않았던 것으로 보여
e,"피고인의 수사기관에서의 진술, 증인 △△△의 법정 및 수사기관에서의 진술, 증인 박○○, 최○○(법무부 치료감호소 소속 감정의사)의 각 법정진술, 증인 박△△의 법정 및 수사기관에서의 진술, 김□□의 수사기관에서의 진술, 입원확인서, 마음사랑병원장, 허병원장의 각 사실조회 회신서, 위최○○ 작성의 정신감정서의 각 기재 등을 종합하면,"
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며
d,"2015.경부터 정신과 치료를 받고 있는 점,"
c,그에 따라 피고인에게 살인의 고의가 있었음을 넉넉히 인정할 수있다.
i,진지하고 명시적인 살인의 촉탁으로 보기 어렵다.
i,피해자가 피고인에게 달려들다가 휘두르는 칼에 스쳐 상처를 입게 된 것이라면 피해자의 상처가 넓고 얕아야 할 것인데
d,"피 고인과 피해자는 다수의 생명보험에 가입하여 피해자 사망 무렵에는 월 납입 보험료가 약 1,080,000원에 이르렀고,"
d,"조△△은 피고인을 막아야 된다는 생각으로 피해자의 다리를 잡았고,"
i,실질적·전체적으로 관찰할 때 두 행위는 시·공간적으로 매우 밀접되어 있는 단일한 재물 강취 범의의 실현행위로 평가할 수 있다.
d,"오히려 피고인은 평소 가족들을 폭행하거나 재물을 손괴하는 방법으로 협박하여 가족들로부터 생활비를 받아내기도 한 점,"
i,"다만 피해자 C이 손에 들고 있던 휴대전화에 맞아 복부를 찌르지 못한 것일 뿐인 사실 등을 종합하여보면,"
d,"(a) 위 ④항과 같은 피해자의 진술 및 상해진단서의 기재에 의하면,"
i,"살해할 기회가 있었음에도 더는 실행에 나아가지 않은 점,"
d,"② 피고인은 무게 5㎏의 아령으로 피해자의 머리를 2~3회 내리쳐서 피해자에게 15주간의 치료를 요하는 전두골 골절, 경막상 혈종 등의 중한 상해를 입혔고,"
i,이 사건범행 당시 특별한 정신병적 증상은 없었던 것으로 보인다.
i,위 골프채는 사용방법에 따라 사람의 신체에 치명적인 피해를 주고 나아가 목숨을 위태롭게 할수 있는 도구에 해당한다.
d,①피해자의 언동에서 나타난 위협의 정도에 비추어
d,"범행 직후 피해자가 자신이 들고 있던 칼을 빼앗아 간 사실, 범행 동기 등에 관하여"
i,"자기의 행위로 인하여 피해자가 사망하는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 충분히 인식하거나 예견하였다고 보이므로,"
ic,피고인과 변호인의 주장은 받아들일 수 없다.
b,"( 대법원 2008.2.14. 선고 2007도10006 판결 참조),"
w,설사 이를 파악했더라도 실제로 실행하기에는 피고인의 존재나 물리적인 시간의 한계로 인해 사실상 불가능하였다고 봄이 경험칙에 부합한다
w,다) 위와 같이 피해자의 복부를 칼로 힘껏 찌를 경우 생명유지에 필수적인 기관들의 손상 및 출혈로 인하여 사망할 수도 있다는 점은 피고인도 당연히 인식하고 있었을 것으로 보인다.
i,"피해자의 위 진술과 일부 부합하는 점,"
i,"피고인은 이 사건 범행 당시 조현병으로 심신상실 상태에 있었으므로,"
d,피고인이 갑자기 나타나 자신의 목을 세게 졸랐다.
i,구급대가 피해자에 대하여 심폐소생술 등의 응급조치를 시행하면서 병원으로 후송한 것으로 나타난다.
i,따라서 피고인이 우발적으로라도 피해자의 목을 조를 만한 충분한 정황 또한 인정된다.
w,"살인미수죄의 고의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
d,"또한 ‘주방 쪽으로 가서 여기저기 뒤져서 급하게 칼을 찾자 그것을 보고 부모님이 말렸고,"
c,피고인이 피해자를 살해한 것이 피해자의 촉탁에 의한 것이라고 볼 수 없다.
i,"피고인은 가슴, 목, 얼굴 등 사람에게 치명적인 영향을 줄 수 있는 부위를 반복적으로 찌르거나 찌르려고 하였다."
c,이 사건 범행 당시 피고인에게 피해자 E을 살해할 고의가 존재하였음을 충분히 인정할 수 있다.
d,이에 놀라 칼을 빼앗으려는 피해자들과 실랑이를 벌이다 피해자들을 위 과도로 찔러 판시와 같은 상해를 가한 사실은 인정하고 있다.
i,"피고인이 타인을 해할 의도를 가지고 미리 칼을 소지하고 있던 점,"
d,"피고인이 범행현장에서 피해자에게 면도칼을 사용한 사실은 있지만,"
i,만약 피해자 C의 목 부위에 조금만 더 큰 상처가 생겼거나 동맥 부위에 손상이 생겼더라면 생명이 위험할 가능성이 충분하였다.
d,"술에 취해 커피 의자를 발로 찬 적 있으나, 피고인이 그와 같은 행동을 할 때 지나가던 사람들이 조용히 하라면서 피고인을 제지하였는지, 그 칼로 피해자를 찔렀는지는 기억이 나지 않고, 그 순간부터 경찰이 와서 자신을 잡기까지는 기억이 나지 않는다'고 진술하고 있는데,"
e,"구급활동일지와 의무 기록 사본에 기재된 '좌상복부 stab wound, slip down으로 바닥에 있던 칼에 찔림,"
w,일시 사용의 목적으로 타인의 점유를 침탈한 경우에도 사용으로 인하여 물건 자체가 가지는 경제적 가치가 상당한 정도로 소모되거나 또는 상당한 장시간 점유하고 있거나 본래의 장소와 다른 곳에 유기하는 경우에는 이를 일시 사용하는 경우라고는 볼 수 없으므로
c,"따라서 피고인의 행위는 정당방위나 불가벌적 과잉방위에 해당하지 아니하므로,"
d,이후 왼손의 힘이 약해져서 섬세한 그림 작업은 하기 어려워 만화 그리는 일을 할 수 없게 되었다'는 취지로 진술하였다.
c,피고인은 이 사건 각 범행 당시 정신질환 및 술에 취하여 사물을 변별하거나 의사를 결정할 능력이 미약하였다.
d,"친구인 E가 겁을 먹은 채 아이들을 보호하고 있었고,"
d,다시 피해자에게 “니 죽이고 나도 안산다.
d,"⑥ 피고인은 피해자를 살해하고 집에서 나온 뒤 곧바로 피해자의 직불카드로 돈을 찾고,"
i,2) 피고인은 부엌칼 구매 후 칼을 들고 피해자를 찌르기 위하여 피해자에게 다가갔고
d,피고인이 식칼로 피해자를 여러 차례 찌른 사실은 있으나
d,"피고인이 피해자에게 다가와 칼로 피해자의 왼쪽 옆구리를 찔렀고,"
i,"이는 피고인이 피해자와 함께 있을 당시 이미 피해자에게 상당한 양의 출혈이 발생하였음을 추단할 수 있는 사정인 점,"
d,"이로 인해 피해자는 두피열상뿐 아니라 두개골까지 골절되었고,"
w,"무릇 살인죄에 있어서 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
w,"자기의 행위로 인하여 타인의 사망의 결과를 발생시킬만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며,"
u,"나. 나아가 이 법원이 적법하게 채택하여 조사한 증거들에 의하여 알 수 있는 아래와 같은 사정들을 종합하면,"
i,"4 피고인은 피해자에게 따지려고 뒤따라 갔다가 순간적으로 화가 나 어깨 부분을 겨냥해 골프채를 휘두른 것이라고 하나,"
d,"그 과정에서 망치가 부러지자 준비한 다른 범행도구인 송곳으로 피해자의 옆구리와 배를 수회 찌른 점,"
c,"피고인이 음주 또는 정신질환으로 인하여 사물을 변별할 능력이나 의사를 결정할 능력이 미약한 상태에 이르렀다고는 보이지 아니하므로,"
i,자신의 행동으로 피해자가 사망하였음을 알고 있다고 보인다.
c,피고인에게는 살인의 고의가 없었다.
i,그러던 중 피고인은 이 사건 범행 전날인 2019. 7.8. 피해자의 통장에 찍힌다른 남자의 이름을 보고 피해자의 외도를 확신하게 되면서 피해자에 대한 강한 분노와 배신감에 극도로 흥분하게 되었다.
i,피고인도 이를 인식 내지 예견하였음이 인정된다.
i,피해자와 K의 위 법정진술을 그대로 믿기 어렵다).
d,"1 피고인이 불을 끄려고 나온 피해자 C을 보고 피해자의 머리와 복부, 가슴 부위를 수 회 찌르고, 머리부분을 내리치는 등"
i,"1 피고인은 피해자와 술을 마시는 동안 수차례에 걸쳐 말다툼과 화해를 반복하던 중 재차 말다툼을 하다가 몸싸움에 이르렀고,"
i,그 신빙성이 매우 높다고 할 것이다.
i,"피고인 및 변호인은 피고인이 판시와 같이 피해자를 살해한 사실은 인정하지만,"
d,"그 동안 아무런 사고 없이 정상적으로 운전한 점,"
d,"4) 피고인은 이 사건 편의점에 들어가 피해자가 있는 카운터 문을 연 다음 오른손으로 점퍼 안주머니에서 과도를 꺼내어 오른팔을 뒤로 당겼다가 앞으로 나아가는 반동을 이용해 피해자의 복부 쪽을 향해 수회 찔렀고,"
i,"2 F과 다툴 당시 피고인은 F과 처인 J을 살해하려는 의사를 가지고 있었고,"
d,로 얼굴과 몸통을 닥치는 대로 마구 때렸다는 것인가요?
d,"④ 피해자의 오른손에 생긴 상처의 부위 및 깊이 등을 고려하여 볼 때,"
i,"주택에 방화할 고의가 없었고,"
w,"③ 유전자 검사나 혈액형 검사 등 과학적 증거방법은 그 전제로 하는 사실이 모두 진실임이 입증되고,"
c,"목을 조른 적은 없으며, 피해자를 살해하려는 고의도 없었다."
u,"그러나 이 법원이 적법하게 채택ㆍ조사한 증거에 의하면,"
d,"라. 피해자의 진술 및 이 사건 범행 직후 응급실 내원 당시 피해자를 촬영한 사진(수사기록 제81, 82면 등) 등에 의하면2),"
i,"1 피고인은 피해자로부터 구타당하고 화가 나 피해자를 겁주기 위하여 칼을 가지고 갔다가 서로 몸싸움을 하던 중 우발적으로 피해자의 배와 등을 찌르게 되었을 뿐,"
i,"단순히 임대라면 위 서류들을 줄 필요가 없고,"
c,"피해자 최○○, 정○○에 대한 살인의 범의가 없다고 주장한다."
b,(대법원 2011. 11. 24. 선고 2011도11597 판결 등 참조).
w,"자기의 행위로 인하여 타인의 사망의 결과를 발생시킬 만한 가능 또는 위험이 있음을 인식하거나 예견하면 족한 것이고,"
i,피고인은 장기간 가정폭력에 지속적으로 시달려오면서 극심한 외상 후 스트레스 장애를 겪고 있었으며
i,이에 대한 사과를 받기 위해 피해자를 찾아가기로 한 것이다.
u,"이러한 사정들을 종합하여 볼 때,"
i,"가. 피고인은, 피해자가 먼저 삽으로 자신을 공격하기에, 이를 막기 위하여 피해자로부터 삽을 빼앗아 피해자를 향해 휘두르다가 사망에 이르게 하였을 뿐이고,"
d,"'피해자가 갑자기 저의 얼굴부위를 계속 때렸고,"
i,2) 피고인은 당시 편의점 앞 노상에서 피해자와 정치적 문제로 심한 말다툼을 하다가 피해자의 일행을 향해 동전을 던지고 도망하여 피고인이 거주하던 기숙사로 돌아갔음에도 굳이 식칼과 가위를 준비한 이후 다시 피해자가 있는 편의점 앞 노상으로 돌아와 이 사건 범행을 저질렀다.
i,피해자 신○○을 살해하려고 한 것도 우발적인 범행에 불과하므로
i,"다. 그로 인하여 피해자는 방바닥이 흥건하고 옷이 다 젖을 정도로 다량의 피를 홀렸고 얼굴이 형체를 알아보기 힘들 정도로 부었음에도, 피고인 A은 피해자의 폭행을 멈추지 않았고,"
e,"피고인의 일방적인 주장 외에 특정 정신장애 진단을 내릴 만한 증상이나 검사결과가 없고,"
ic,3) 따라서 이 사건 범행 당시 피고인에게 피해자를 살해하려는 범의가 있었음은 넉넉히 추인된다.
i,피해자들이 겁을 먹지도 않았으므로
d,칼로 피해자를 찌르면 피해자가 죽을 수도 있다고 생각했다'는 취지로 진술한 바 있다
b,(대법원 1983. 7. 12. 선고 83도1181 판결 참조).
w,"피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성, 사망의 결과 발생가능성 정도 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
i,"피고인의 손톱 자국도 남아 있을 정도로, 이 사건 당시 양손으로 피해자의 목 부위를 힘껏 조른 것으로 나타나는데,"
w,"그 인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
i,"피고인은 이 사건 범행 당시의 상황 자체에 관하여는 대부분 그 내용을 기억하고 있는 것으로 보이는 점,"
